,User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
31,850,28,Female,LinkedIn,55.0,1.0,12.0,6.0,10,Boredom
32,487,31,Male,Telegram,85.0,3.0,45.0,20.0,28,Sadness
33,820,32,Female,Instagram,140.0,6.0,75.0,28.0,30,Happiness
34,776,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
35,932,28,Male,Instagram,145.0,7.0,80.0,30.0,35,Happiness
36,599,28,Non-binary,Telegram,60.0,2.0,18.0,8.0,18,Anger
37,627,27,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11,Anxiety
38,212,26,Non-binary,Facebook,95.0,3.0,30.0,14.0,18,Sadness
39,872,35,Male,Twitter,70.0,1.0,13.0,8.0,10,Boredom
40,155,31,Male,LinkedIn,60.0,1.0,15.0,7.0,17,Anxiety
41,830,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12,Sadness
42,174,29,Female,Whatsapp,90.0,2.0,24.0,12.0,22,Anger
43,119,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
44,490,30,Male,Twitter,70.0,2.0,30.0,12.0,20,Anxiety
45,594,29,Female,Snapchat,95.0,2.0,23.0,10.0,28,Sadness
46,651,Male,27,Instagram,165.0,6.0,85.0,30.0,28,Happiness
47,713,34,Male,LinkedIn,65.0,1.0,14.0,6.0,15,Boredom
48,801,25,Female,Instagram,120.0,5.0,50.0,20.0,25,Happiness
49,319,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
50,783,34,Female,Instagram,120.0,5.0,60.0,25.0,25,Anger
51,376,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
52,562,23,Male,Whatsapp,70.0,3.0,22.0,10.0,18,Anger
53,693,24,Male,Telegram,75.0,3.0,37.0,16.0,22,Neutral
54,76,28,Male,Twitter,90.0,4.0,48.0,22.0,25,Anxiety
55,169,27,Male,Telegram,105.0,3.0,45.0,15.0,28,Anxiety
56,900,27,Female,Snapchat,120.0,4.0,40.0,18.0,22,Neutral
57,986,28,Female,Whatsapp,100.0,4.0,37.0,14.0,26,Anxiety
58,807,27,Female,Twitter,85.0,3.0,40.0,18.0,20,Anger
59,275,25,Male,Telegram,80.0,4.0,28.0,11.0,25,Neutral
60,815,28,Male,Twitter,100.0,6.0,50.0,30.0,29,Anger
61,227,27,Non-binary,LinkedIn,55.0,1.0,9.0,2.0,11,Anxiety
62,60,27,Male,Facebook,60.0,1.0,10.0,4.0,15,Boredom
63,866,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12,Boredom
64,944,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18,Neutral
65,711,23,Female,Twitter,75.0,4.0,45.0,20.0,25,Anxiety
66,211,23,Female,Twitter,75.0,4.0,45.0,20.0,25,Anxiety
67,33,23,Non-binary,Twitter,70.0,3.0,27.0,11.0,18,Neutral
68,348,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18,Anxiety
69,944,23,Non-binary,Facebook,105.0,2.0,25.0,12.0,18,Neutral
70,846,30,Male,Instagram,175.0,7.0,100.0,33.0,38,Happiness
71,672,35,Male,Twitter,70.0,1.0,13.0,8.0,10,Boredom
72,223,29,Male,LinkedIn,60.0,2.0,15.0,5.0,10,Neutral
73,926,31,Male,Facebook,80.0,2.0,20.0,10.0,20,Neutral
74,81,31,Male,Telegram,50.0,2.0,18.0,6.0,10,Boredom
75,526,31,Male,Facebook,80.0,2.0,20.0,10.0,20,Neutral
76,997,22,Female,Facebook,70.0,1.0,14.0,6.0,10,Neutral
77,561,31,Male,Instagram,175.0,6.0,72.0,30.0,33,Happiness
78,48,26,Non-binary,Facebook,75.0,2.0,28.0,11.0,18,Anxiety
79,849,32,Marie,Instagram,130.0,5.0,80.0,28.0,31,Neutral
80,621,26,Male,Facebook,75.0,2.0,30.0,14.0,20,Anxiety
81,261,29,Female,Snapchat,90.0,3.0,22.0,10.0,21,Sadness
82,16,21,Non-binary,Facebook,40.0,1.0,5.0,2.0,10,Neutral
83,170,22,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20,Sadness
84,653,29,Non-binary,Facebook,85.0,2.0,27.0,9.0,20,Neutral
85,422,24,Female,Twitter,105.0,4.0,35.0,20.0,23,Anger
86,378,26,Male,Twitter,75.0,2.0,23.0,12.0,18,Sadness
87,304,28,Female,Instagram,200.0,8.0,110.0,40.0,45,Anxiety
88,149,32,Male,Instagram,130.0,5.0,70.0,19.0,31,Neutral
89,290,30,Male,Twitter,70.0,2.0,28.0,10.0,20,Anxiety
90,759,28,Female,Twitter,95.0,4.0,48.0,22.0,25,Happiness
91,205,33,Male,LinkedIn,45.0,1.0,10.0,5.0,12,Boredom
92,719,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
93,666,29,Non-binary,Facebook,60.0,1.0,12.0,4.0,12,Boredom
94,476,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,26,Anxiety
95,278,26,Male,Twitter,75.0,2.0,23.0,12.0,18,Sadness
96,821,26,Male,Facebook,75.0,2.0,30.0,14.0,20,Anxiety
97,418,27,Male,Twitter,90.0,3.0,40.0,16.0,24,Sadness
98,184,22,Male,Twitter,70.0,1.0,20.0,5.0,22,Neutral
99,896,33,Male,LinkedIn,85.0,4.0,35.0,18.0,18,Boredom
100,708,24,Non-binary,Facebook,110.0,6.0,35.0,23.0,25,Sadness
101,993,24,Male,Telegram,75.0,3.0,37.0,16.0,22,Neutral
102,60,27,Male,Facebook,60.0,1.0,10.0,4.0,15,Boredom
0,10,31,Male,Instagram,170.0,5.0,80.0,20.0,35,Happiness
1,877,32,Female,Instagram,155.0,6.0,75.0,25.0,38,Happiness
2,230,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12,Sadness
3,876,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
4,376,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
5,876,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
6,676,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
7,872,35,Male,Twitter,70.0,1.0,13.0,8.0,10,Boredom
8,28,25,Female,Instagram,160.0,6.0,85.0,19.0,32,Happiness
9,100,27,Female,Snapchat,120.0,4.0,38.0,13.0,22,Neutral
10,381,31,Male,Telegram,50.0,2.0,20.0,10.0,12,Sadness
11,465,25,Male,Twitter,90.0,6.0,42.0,14.0,26,Sadness
12,371,24,Female,Instagram,140.0,4.0,65.0,22.0,30,Happiness
13,54,33,Female,Instagram,145.0,4.0,60.0,18.0,35,Sadness
14,752,Female,24,Twitter,75.0,3.0,33.0,18.0,19,Anger
15,23,29,Male,LinkedIn,60.0,2.0,11.0,5.0,17,Boredom
16,371,24,Female,Instagram,140.0,4.0,65.0,22.0,30,Happiness
17,754,33,Female,Instagram,145.0,4.0,65.0,23.0,35,Sadness
18,592,32,Female,Whatsapp,105.0,4.0,55.0,25.0,25,Anger
19,159,28,Female,Twitter,95.0,4.0,48.0,22.0,25,Happiness
20,388,21,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12,Neutral
21,128,25,Female,Instagram,160.0,6.0,85.0,26.0,30,Happiness
22,826,31,Male,Facebook,80.0,2.0,20.0,10.0,20,Neutral
23,495,26,Male,Instagram,150.0,5.0,70.0,25.0,30,Anxiety
24,100,27,Female,Snapchat,120.0,4.0,38.0,13.0,22,Neutral
25,211,23,Female,Twitter,75.0,4.0,45.0,20.0,25,Anxiety
26,5,33,Male,LinkedIn,45.0,1.0,5.0,2.0,10,Boredom
27,115,28,Male,Twitter,100.0,6.0,50.0,30.0,29,Anger
28,750,27,Female,Instagram,165.0,6.0,85.0,30.0,28,Happiness
29,185,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20,Boredom
30,810,31,Male,Instagram,170.0,7.0,90.0,35.0,40,Happiness
31,160,27,Male,Facebook,60.0,1.0,12.0,5.0,15,Boredom
32,978,26,Male,Twitter,75.0,2.0,23.0,12.0,18,Sadness
33,745,35,Male,LinkedIn,60.0,1.0,15.0,5.0,14,Boredom
34,896,33,Non-binary,Twitter,85.0,4.0,35.0,18.0,18,Boredom
35,611,26,Non-binary,Facebook,95.0,3.0,20.0,9.0,21,Anxiety
36,416,21,Non-binary,Facebook,40.0,1.0,10.0,4.0,22,Neutral
37,763,34,Non-binary,Telegram,80.0,3.0,21.0,7.0,20,Neutral
38,200,27,Female,Snapchat,120.0,4.0,40.0,18.0,22,Neutral
39,733,24,Non-binary,Instagram,130.0,6.0,90.0,22.0,35,Happiness
40,778,26,Female,Twitter,75.0,2.0,23.0,18.0,20,Sadness
41,541,32,Female,Snapchat,45.0,1.0,7.0,5.0,17,Sadness
42,909,29,Female,LinkedIn,55.0,2.0,15.0,5.0,12,Neutral
43,633,22,Female,Instagram,130.0,6.0,88.0,25.0,40,Sadness
44,424,33,Non-binary,Instagram,190.0,8.0,105.0,26.0,45,Happiness
45,463,34,Non-binary,Telegram,80.0,2.0,21.0,8.0,20,Neutral
46,64,26,Female,Whatsapp,120.0,4.0,60.0,19.0,30,Anxiety
47,466,22,Female,Instagram,150.0,5.0,60.0,21.0,32,Happiness
48,20,32,Female,Instagram,130.0,4.0,55.0,21.0,13,Happiness
49,719,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
50,370,22,Non-binary,Snapchat,55.0,2.0,21.0,7.0,15,Sadness
51,911,23,Female,LinkedIn,85.0,2.0,27.0,10.0,28,Sadness
52,429,28,Male,Instagram,190.0,5.0,49.0,12.0,15,Boredom
53,142,25,Female,Snapchat,40.0,2.0,20.0,7.0,15,Anxiety
54,733,23,Non-binary,Twitter,105.0,3.0,21.0,15.0,14,Neutral
55,612,25,Female,Snapchat,110.0,5.0,35.0,21.0,34,Sadness
56,185,29,Non-binary,Facebook,65.0,2.0,27.0,11.0,22,Anxiety
57,537,Female,33,Snapchat,190.0,7.0,82.0,21.0,28,Happiness
58,771,24,Female,Instagram,140.0,6.0,50.0,21.0,29,Agression
59,683,Female,34,Instagram,105.0,7.0,42.0,16.0,31,Anger
60,372,Male,28,Twitter,100.0,4.0,23.0,19.0,20,Neutral
61,30,26,Non-binary,Snapchat,90.0,2.0,29.0,18.0,22,Sadness
62,913,34,Male,LinkedIn,85.0,1.0,43.0,12.0,30,Boredom
63,352,Female,24,Twitter,72.0,3.0,42.0,19.0,40,Anger
64,129,26,Non-binary,Instagram,110.0,5.0,32.0,12.0,23,Neutral
65,590,Male,28,Facebook,40.0,6.0,21.0,11.0,15,Anxiety
66,241,25,Female,Twitter,150.0,6.0,90.0,26.0,30,Happiness
67,865,24,Non-binary,Whatsapp,70.0,4.0,48.0,13.0,20,Anxiety
68,13,Male,34,Instagram,75.0,6.0,30.0,11.0,23,Sadness
69,511,23,Female,Snapchat,40.0,4.0,25.0,12.0,28,Sadness
70,613,Female,22,LinkedIn,90.0,10.0,12.0,5.0,11,Neutral
71,631,24,Non-binary,Facebook,50.0,1.0,11.0,10.0,18,Boredom
72,810,31,Male,Instagram,52.0,5.0,60.0,20.0,30,Happiness
73,675,24,Female,LinkedIn,140.0,2.0,20.0,7.0,23,Anger
74,463,34,Non-binary,Instagram,60.0,4.0,23.0,14.0,30,Happiness
75,524,Female,26,Instagram,90.0,3.0,39.0,10.0,21,Neutral
76,105,Male,33,LinkedIn,30.0,1.0,10.0,9.0,14,Boredom
77,622,Female,24,Twitter,85.0,6.0,42.0,15.0,21,Boredom
78,69,27,Male,Telegram,105.0,3.0,45.0,15.0,28,Anxiety
79,321,26,Male,Facebook,75.0,2.0,30.0,14.0,20,Anxiety
80,343,29,Male,Twitter,95.0,4.0,50.0,22.0,22,Anger
81,141,31,Male,LinkedIn,45.0,1.0,9.0,4.0,10,Sadness
82,119,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
83,303,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15,Neutral
84,419,23,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12,Neutral
85,508,24,Non-binary,Facebook,110.0,6.0,35.0,16.0,25,Sadness
86,233,23,Non-binary,Twitter,70.0,3.0,30.0,14.0,18,Neutral
87,803,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15,Neutral
88,372,35,Male,Twitter,70.0,1.0,13.0,8.0,10,Boredom
89,832,28,Male,Instagram,145.0,7.0,80.0,30.0,35,Happiness
90,343,29,Male,Twitter,95.0,4.0,50.0,22.0,22,Anger
91,27,Non-binary,Facebook,55,1.0,9.0,2.0,11.0,Anxiety,
92,346,33,Non-binary,Instagram,190.0,8.0,105.0,36.0,50,Happiness
93,514,22,Female,Instagram,180.0,8.0,100.0,38.0,45,Happiness
94,715,28,Male,Twitter,100.0,6.0,50.0,30.0,29,Anger
95,337,33,Female,Instagram,170.0,7.0,95.0,30.0,38,Happiness
96,917,35,Female,Instagram,125.0,5.0,65.0,22.0,28,Anxiety
97,641,31,Male,Instagram,150.0,6.0,90.0,26.0,30,Happiness
98,504,28,Female,Instagram,200.0,8.0,110.0,40.0,45,Anxiety
99,211,23,Female,Twitter,75.0,4.0,45.0,20.0,25,Anxiety
100,756,Female,22,Whatsapp,70.0,2.0,42.0,10.0,21,Anxiety
101,473,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12,Neutral
102,986,31,Male,Telegram,85.0,3.0,45.0,20.0,28,Sadness
103,191,31,Female,Whatsapp,105.0,4.0,55.0,25.0,25,Anger
104,401,25,Female,Instagram,120.0,5.0,50.0,20.0,25,Happiness
105,481,31,Male,Telegram,50.0,2.0,20.0,10.0,12,Sadness
106,472,26,Male,Facebook,75.0,2.0,30.0,14.0,20,Anxiety
107,907,24,Non-binary,Facebook,110.0,6.0,35.0,16.0,25,Sadness
108,240,28,Non-binary,Facebook,100.0,2.0,22.0,12.0,25,Anxiety
109,872,35,Male,Twitter,70.0,1.0,13.0,8.0,10,Boredom
110,985,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20,Boredom
111,812,26,Non-binary,Facebook,95.0,3.0,30.0,14.0,18,Sadness
112,579,33,Non-binary,Facebook,65.0,1.0,13.0,7.0,14,Anxiety
113,227,27,Non-binary,LinkedIn,55.0,1.0,9.0,2.0,11,Anxiety
114,973,21,Non-binary,Facebook,55.0,3.0,17.0,7.0,12,Neutral
115,847,21,Female,Twitter,90.0,3.0,37.0,14.0,20,Sadness
116,623,29,Male,LinkedIn,60.0,2.0,17.0,8.0,15,Boredom
117,776,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
118,721,26,Male,Facebook,75.0,2.0,30.0,14.0,20,Anxiety
119,429,28,Female,Instagram,190.0,7.0,80.0,30.0,35,Happiness
120,222,24,Female,Twitter,105.0,4.0,28.0,14.0,20,Anger
121,509,29,Female,LinkedIn,55.0,2.0,15.0,5.0,10,Neutral
122,476,28,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27,Anxiety
123,293,24,Male,Telegram,75.0,3.0,33.0,13.0,22,Neutral
124,248,26,Non-binary,Facebook,75.0,2.0,30.0,12.0,18,Anxiety
125,347,21,Non-binary,Facebook,45.0,1.0,10.0,4.0,12,Neutral
126,718,27,Male,Twitter,90.0,3.0,40.0,16.0,24,Sadness
127,297,22,Female,Facebook,70.0,1.0,14.0,6.0,10,Neutral
128,352,24,Female,Twitter,75.0,3.0,33.0,12.0,26,Anger
129,942,25,Female,Instagram,200.0,8.0,110.0,40.0,45,Anxiety
130,185,29,Non-binary,Facebook,75.0,2.0,20.0,8.0,20,Boredom
131,816,21,Non-binary,Facebook,40.0,1.0,10.0,4.0,12,Neutral
132,427,27,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11,Anxiety
133,103,22,Non-binary,Facebook,60.0,2.0,20.0,10.0,15,Neutral
134,512,28,Non-binary,Snapchat,55.0,2.0,30.0,11.0,12,Anxiety
135,963,34,Non-binary,Instagram,145.0,8.0,90.0,20.0,25,Happiness
136,391,27,Non-binary,Facebook,50.0,1.0,10.0,4.0,10,Boredom
137,882,24,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18,Happiness
138,88,25,Non-binary,Instagram,170.0,8.0,60.0,16.0,28,Happiness
139,714,27,Female,Facebook,80.0,3.0,50.0,13.0,22,Sadness
140,277,27,Non-binary,LinkedIn,55.0,1.0,9.0,2.0,11,Anxiety
141,830,26,Non-binary,Facebook,45.0,1.0,8.0,4.0,12,Sadness
142,109,29,Female,LinkedIn,55.0,2.0,15.0,5.0,10,Neutral
143,99,21,Female,Facebook,75.0,2.0,25.0,13.0,19,Anxiety
144,493,24,Female,Instagram,200.0,6.0,100.0,18.0,39,Neutral
